row_type,flow_id,step,x,y0,y1,node_x0,node_x1,node_y0,node_y1,label_x,label_y,publisher,genre,game_count,publisher_visible_total,publisher_full_total,publisher_top10_coverage_percent,publisher_visible_share_percent,genre_visible_total
flow,40,14,0.472,6226.6871,6319.6871,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,15,0.5,6386.5,6479.5,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,16,0.528,6546.3129,6639.3129,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,17,0.556,6704.7031,6797.7031,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,18,0.584,6860.248,6953.248,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,19,0.612,7011.5249,7104.5249,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,20,0.64,7157.1111,7250.1111,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,21,0.668,7295.584,7388.584,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,22,0.696,7425.5209,7518.5209,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,23,0.724,7545.4991,7638.4991,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,24,0.752,7654.096,7747.096,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,25,0.78,7749.8889,7842.8889,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,26,0.808,7831.4551,7924.4551,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,27,0.836,7897.372,7990.372,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,28,0.864,7946.2169,8039.2169,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,29,0.892,7976.5671,8069.5671,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,40,30,0.92,7987.0,8080.0,,,,,,,Konami,Adventure,93,1091,1172,93.1,8.52,476
flow,41,0,0.08,4949.0,5175.0,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,1,0.108,4935.8,5161.8,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,2,0.136,4897.4,5123.4,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,3,0.164,4835.6,5061.6,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,4,0.192,4752.2,4978.2,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,5,0.22,4649.0,4875.0,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,6,0.248,4527.8,4753.8,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,7,0.276,4390.4,4616.4,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,8,0.304,4238.6,4464.6,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,9,0.332,4074.2,4300.2,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,10,0.36,3899.0,4125.0,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,11,0.388,3714.8,3940.8,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,12,0.416,3523.4,3749.4,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,13,0.444,3326.6,3552.6,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,14,0.472,3126.2,3352.2,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,15,0.5,2924.0,3150.0,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,16,0.528,2721.8,2947.8,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,17,0.556,2521.4,2747.4,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,18,0.584,2324.6,2550.6,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,19,0.612,2133.2,2359.2,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,20,0.64,1949.0,2175.0,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,21,0.668,1773.8,1999.8,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,22,0.696,1609.4,1835.4,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,23,0.724,1457.6,1683.6,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,24,0.752,1320.2,1546.2,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,25,0.78,1199.0,1425.0,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,26,0.808,1095.8,1321.8,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,27,0.836,1012.4,1238.4,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,28,0.864,950.6,1176.6,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,29,0.892,912.2,1138.2,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,41,30,0.92,899.0,1125.0,,,,,,,Sony Computer Entertainment,Misc,226,992,1093,90.8,22.78,1412
flow,42,0,0.08,5175.0,5300.0,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,1,0.108,5165.0346,5290.0346,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,2,0.136,5136.0445,5261.0445,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,3,0.164,5089.3884,5214.3884,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,4,0.192,5026.4254,5151.4254,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,5,0.22,4948.5144,5073.5144,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,6,0.248,4857.0142,4982.0142,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,7,0.276,4753.2838,4878.2838,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,8,0.304,4638.6821,4763.6821,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,9,0.332,4514.568,4639.568,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,10,0.36,4382.3004,4507.3004,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,11,0.388,4243.2383,4368.2383,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,12,0.416,4098.7404,4223.7404,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,13,0.444,3950.1659,4075.1659,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,14,0.472,3798.8735,3923.8735,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,15,0.5,3646.2222,3771.2222,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,16,0.528,3493.5709,3618.5709,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,17,0.556,3342.2786,3467.2786,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,18,0.584,3193.704,3318.704,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,19,0.612,3049.2062,3174.2062,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,20,0.64,2910.144,3035.144,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,21,0.668,2777.8764,2902.8764,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,22,0.696,2653.7623,2778.7623,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,23,0.724,2539.1606,2664.1606,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,24,0.752,2435.4302,2560.4302,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,25,0.78,2343.93,2468.93,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,26,0.808,2266.019,2391.019,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,27,0.836,2203.056,2328.056,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,28,0.864,2156.4,2281.4,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,29,0.892,2127.4098,2252.4098,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,42,30,0.92,2117.4444,2242.4444,,,,,,,Sony Computer Entertainment,Sports,125,992,1093,90.8,12.6,1031
flow,43,0,0.08,5300.0,5422.0,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,1,0.108,5292.9564,5414.9564,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,2,0.136,5272.4658,5394.4658,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,3,0.164,5239.4889,5361.4889,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,4,0.192,5194.986,5316.986,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,5,0.22,5139.9177,5261.9177,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,6,0.248,5075.2444,5197.2444,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,7,0.276,5001.9267,5123.9267,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,8,0.304,4920.9251,5042.9251,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,9,0.332,4833.2,4955.2,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,10,0.36,4739.7119,4861.7119,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,11,0.388,4641.4214,4763.4214,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,12,0.416,4539.2889,4661.2889,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,13,0.444,4434.2749,4556.2749,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,14,0.472,4327.3399,4449.3399,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,15,0.5,4219.4444,4341.4444,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,16,0.528,4111.549,4233.549,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,17,0.556,4004.614,4126.614,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,18,0.584,3899.6,4021.6,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,19,0.612,3797.4675,3919.4675,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,20,0.64,3699.177,3821.177,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,21,0.668,3605.6889,3727.6889,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,22,0.696,3517.9638,3639.9638,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,23,0.724,3436.9621,3558.9621,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,24,0.752,3363.6444,3485.6444,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,25,0.78,3298.9712,3420.9712,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,26,0.808,3243.9029,3365.9029,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,27,0.836,3199.4,3321.4,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,28,0.864,3166.423,3288.423,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,29,0.892,3145.9325,3267.9325,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,43,30,0.92,3138.8889,3260.8889,,,,,,,Sony Computer Entertainment,Action,122,992,1093,90.8,12.3,1021
flow,44,0,0.08,5422.0,5524.0,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,1,0.108,5417.65,5519.65,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,2,0.136,5404.9954,5506.9954,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,3,0.164,5384.6293,5486.6293,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,4,0.192,5357.1451,5459.1451,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,5,0.22,5323.1358,5425.1358,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,6,0.248,5283.1947,5385.1947,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,7,0.276,5237.9149,5339.9149,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,8,0.304,5187.8896,5289.8896,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,9,0.332,5133.712,5235.712,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,10,0.36,5075.9753,5177.9753,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,11,0.388,5015.2727,5117.2727,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,12,0.416,4952.1973,5054.1973,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,13,0.444,4887.3424,4989.3424,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,14,0.472,4821.3011,4923.3011,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,15,0.5,4754.6667,4856.6667,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,16,0.528,4688.0322,4790.0322,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,17,0.556,4621.9909,4723.9909,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,18,0.584,4557.136,4659.136,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,19,0.612,4494.0606,4596.0606,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,20,0.64,4433.358,4535.358,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,21,0.668,4375.6213,4477.6213,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,22,0.696,4321.4438,4423.4438,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,23,0.724,4271.4185,4373.4185,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,24,0.752,4226.1387,4328.1387,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,25,0.78,4186.1975,4288.1975,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,26,0.808,4152.1882,4254.1882,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,27,0.836,4124.704,4226.704,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,28,0.864,4104.338,4206.338,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,29,0.892,4091.6834,4193.6834,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,44,30,0.92,4087.3333,4189.3333,,,,,,,Sony Computer Entertainment,Shooter,102,992,1093,90.8,10.28,891
flow,45,0,0.08,5524.0,5608.0,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,1,0.108,5522.4902,5606.4902,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,2,0.136,5518.0982,5602.0982,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,3,0.164,5511.0298,5595.0298,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,4,0.192,5501.4908,5585.4908,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,5,0.22,5489.6872,5573.6872,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,6,0.248,5475.8249,5559.8249,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,7,0.276,5460.1096,5544.1096,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,8,0.304,5442.7474,5526.7474,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,9,0.332,5423.944,5507.944,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,10,0.36,5403.9053,5487.9053,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,11,0.388,5382.8373,5466.8373,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,12,0.416,5360.9458,5444.9458,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,13,0.444,5338.4366,5422.4366,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,14,0.472,5315.5157,5399.5157,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,15,0.5,5292.3889,5376.3889,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,16,0.528,5269.2621,5353.2621,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,17,0.556,5246.3412,5330.3412,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,18,0.584,5223.832,5307.832,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,19,0.612,5201.9405,5285.9405,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,20,0.64,5180.8724,5264.8724,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,21,0.668,5160.8338,5244.8338,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,22,0.696,5142.0304,5226.0304,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,23,0.724,5124.6681,5208.6681,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,24,0.752,5108.9529,5192.9529,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,25,0.78,5095.0905,5179.0905,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,26,0.808,5083.2869,5167.2869,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,27,0.836,5073.748,5157.748,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,28,0.864,5066.6796,5150.6796,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,29,0.892,5062.2875,5146.2875,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,45,30,0.92,5060.7778,5144.7778,,,,,,,Sony Computer Entertainment,Platform,84,992,1093,90.8,8.47,704
flow,46,0,0.08,5608.0,5684.0,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,1,0.108,5608.4309,5684.4309,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,2,0.136,5609.6846,5685.6846,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,3,0.164,5611.7022,5687.7022,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,4,0.192,5614.425,5690.425,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,5,0.22,5617.7942,5693.7942,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,6,0.248,5621.7511,5697.7511,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,7,0.276,5626.2369,5702.2369,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,8,0.304,5631.1928,5707.1928,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,9,0.332,5636.56,5712.56,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,10,0.36,5642.2798,5718.2798,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,11,0.388,5648.2935,5724.2935,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,12,0.416,5654.5422,5730.5422,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,13,0.444,5660.9672,5736.9672,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,14,0.472,5667.5098,5743.5098,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,15,0.5,5674.1111,5750.1111,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,16,0.528,5680.7124,5756.7124,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,17,0.556,5687.255,5763.255,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,18,0.584,5693.68,5769.68,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,19,0.612,5699.9287,5775.9287,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,20,0.64,5705.9424,5781.9424,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,21,0.668,5711.6622,5787.6622,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,22,0.696,5717.0295,5793.0295,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,23,0.724,5721.9853,5797.9853,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,24,0.752,5726.4711,5802.4711,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,25,0.78,5730.428,5806.428,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,26,0.808,5733.7972,5809.7972,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,27,0.836,5736.52,5812.52,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,28,0.864,5738.5376,5814.5376,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,29,0.892,5739.7913,5815.7913,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,46,30,0.92,5740.2222,5816.2222,,,,,,,Sony Computer Entertainment,Role-Playing,76,992,1093,90.8,7.66,602
flow,47,0,0.08,5684.0,5712.0,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,1,0.108,5685.8241,5713.8241,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,2,0.136,5691.1306,5719.1306,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,3,0.164,5699.6707,5727.6707,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,4,0.192,5711.1957,5739.1957,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,5,0.22,5725.4568,5753.4568,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,6,0.248,5742.2053,5770.2053,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,7,0.276,5761.1925,5789.1925,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,8,0.304,5782.1697,5810.1697,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,9,0.332,5804.888,5832.888,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,10,0.36,5829.0988,5857.0988,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,11,0.388,5854.5532,5882.5532,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,12,0.416,5881.0027,5909.0027,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,13,0.444,5908.1983,5936.1983,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,14,0.472,5935.8915,5963.8915,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,15,0.5,5963.8333,5991.8333,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,16,0.528,5991.7752,6019.7752,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,17,0.556,6019.4683,6047.4683,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,18,0.584,6046.664,6074.664,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,19,0.612,6073.1134,6101.1134,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
flow,47,20,0.64,6098.5679,6126.5679,,,,,,,Sony Computer Entertainment,Simulation,28,992,1093,90.8,2.82,590
