row_type,flow_id,step,x,y0,y1,node_x0,node_x1,node_y0,node_y1,label_x,label_y,publisher,genre,game_count,publisher_visible_total,publisher_full_total,publisher_top10_coverage_percent,publisher_visible_share_percent,genre_visible_total
flow,23,0,0.08,2950.0,3042.0,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,1,0.108,2949.866,3041.866,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,2,0.136,2949.4762,3041.4762,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,3,0.164,2948.8489,3040.8489,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,4,0.192,2948.0023,3040.0023,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,5,0.22,2946.9547,3038.9547,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,6,0.248,2945.7244,3037.7244,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,7,0.276,2944.3297,3036.3297,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,8,0.304,2942.7888,3034.7888,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,9,0.332,2941.12,3033.12,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,10,0.36,2939.3416,3031.3416,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,11,0.388,2937.4718,3029.4718,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,12,0.416,2935.5289,3027.5289,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,13,0.444,2933.5312,3025.5312,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,14,0.472,2931.497,3023.497,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,15,0.5,2929.4444,3021.4444,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,16,0.528,2927.3919,3019.3919,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,17,0.556,2925.3577,3017.3577,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,18,0.584,2923.36,3015.36,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,19,0.612,2921.4171,3013.4171,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,20,0.64,2919.5473,3011.5473,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,21,0.668,2917.7689,3009.7689,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,22,0.696,2916.1001,3008.1001,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,23,0.724,2914.5592,3006.5592,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,24,0.752,2913.1644,3005.1644,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,25,0.78,2911.9342,3003.9342,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,26,0.808,2910.8866,3002.8866,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,27,0.836,2910.04,3002.04,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,28,0.864,2909.4127,3001.4127,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,29,0.892,2909.0229,3001.0229,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,23,30,0.92,2908.8889,3000.8889,,,,,,,Nintendo,Action,92,1090,1217,89.6,8.44,1021
flow,24,0,0.08,3042.0,3090.0,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,1,0.108,3044.967,3092.967,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,2,0.136,3053.5983,3101.5983,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,3,0.164,3067.4893,3115.4893,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,4,0.192,3086.2355,3134.2355,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,5,0.22,3109.4321,3157.4321,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,6,0.248,3136.6747,3184.6747,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,7,0.276,3167.5586,3215.5586,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,8,0.304,3201.6792,3249.6792,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,9,0.332,3238.632,3286.632,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,10,0.36,3278.0123,3326.0123,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,11,0.388,3319.4157,3367.4157,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,12,0.416,3362.4373,3410.4373,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,13,0.444,3406.6728,3454.6728,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,14,0.472,3451.7174,3499.7174,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,15,0.5,3497.1667,3545.1667,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,16,0.528,3542.6159,3590.6159,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,17,0.556,3587.6605,3635.6605,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,18,0.584,3631.896,3679.896,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,19,0.612,3674.9177,3722.9177,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,20,0.64,3716.321,3764.321,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,21,0.668,3755.7013,3803.7013,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,22,0.696,3792.6541,3840.6541,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,23,0.724,3826.7748,3874.7748,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,24,0.752,3857.6587,3905.6587,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,25,0.78,3884.9012,3932.9012,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,26,0.808,3908.0979,3956.0979,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,27,0.836,3926.844,3974.844,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,28,0.864,3940.735,3988.735,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,29,0.892,3949.3663,3997.3663,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,24,30,0.92,3952.3333,4000.3333,,,,,,,Nintendo,Shooter,48,1090,1217,89.6,4.4,891
flow,25,0,0.08,3090.0,3238.0,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,1,0.108,3095.6736,3243.6736,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,2,0.136,3112.1788,3260.1788,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,3,0.164,3138.7418,3286.7418,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,4,0.192,3174.5889,3322.5889,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,5,0.22,3218.9465,3366.9465,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,6,0.248,3271.0409,3419.0409,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,7,0.276,3330.0984,3478.0984,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,8,0.304,3395.3453,3543.3453,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,9,0.332,3466.008,3614.008,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,10,0.36,3541.3128,3689.3128,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,11,0.388,3620.4859,3768.4859,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,12,0.416,3702.7538,3850.7538,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,13,0.444,3787.3427,3935.3427,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,14,0.472,3873.4789,4021.4789,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,15,0.5,3960.3889,4108.3889,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,16,0.528,4047.2988,4195.2988,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,17,0.556,4133.4351,4281.4351,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,18,0.584,4218.024,4366.024,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,19,0.612,4300.2919,4448.2919,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,20,0.64,4379.465,4527.465,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,21,0.668,4454.7698,4602.7698,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,22,0.696,4525.4325,4673.4325,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,23,0.724,4590.6794,4738.6794,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,24,0.752,4649.7369,4797.7369,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,25,0.78,4701.8313,4849.8313,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,26,0.808,4746.1889,4894.1889,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,27,0.836,4782.036,4930.036,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,28,0.864,4808.599,4956.599,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,29,0.892,4825.1041,4973.1041,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,25,30,0.92,4830.7778,4978.7778,,,,,,,Nintendo,Platform,148,1090,1217,89.6,13.58,704
flow,26,0,0.08,3238.0,3379.0,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,1,0.108,3245.4481,3386.4481,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,2,0.136,3267.1154,3408.1154,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,3,0.164,3301.9862,3442.9862,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,4,0.192,3349.0449,3490.0449,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,5,0.22,3407.2757,3548.2757,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,6,0.248,3475.6631,3616.6631,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,7,0.276,3553.1914,3694.1914,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,8,0.304,3638.8449,3779.8449,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,9,0.332,3731.608,3872.608,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,10,0.36,3830.465,3971.465,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,11,0.388,3934.4003,4075.4003,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,12,0.416,4042.3982,4183.3982,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,13,0.444,4153.4431,4294.4431,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,14,0.472,4266.5193,4407.5193,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,15,0.5,4380.6111,4521.6111,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,16,0.528,4494.7029,4635.7029,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,17,0.556,4607.7791,4748.7791,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,18,0.584,4718.824,4859.824,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,19,0.612,4826.8219,4967.8219,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,20,0.64,4930.7572,5071.7572,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,21,0.668,5029.6142,5170.6142,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,22,0.696,5122.3773,5263.3773,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,23,0.724,5208.0308,5349.0308,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,24,0.752,5285.5591,5426.5591,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,25,0.78,5353.9465,5494.9465,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,26,0.808,5412.1773,5553.1773,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,27,0.836,5459.236,5600.236,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,28,0.864,5494.1068,5635.1068,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,29,0.892,5515.7741,5656.7741,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,26,30,0.92,5523.2222,5664.2222,,,,,,,Nintendo,Role-Playing,141,1090,1217,89.6,12.94,602
flow,27,0,0.08,3379.0,3423.0,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,1,0.108,3387.7174,3431.7174,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,2,0.136,3413.0772,3457.0772,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,3,0.164,3453.8907,3497.8907,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,4,0.192,3508.969,3552.969,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,5,0.22,3577.1235,3621.1235,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,6,0.248,3657.1653,3701.1653,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,7,0.276,3747.9059,3791.9059,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,8,0.304,3848.1563,3892.1563,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,9,0.332,3956.728,4000.728,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,10,0.36,4072.4321,4116.4321,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,11,0.388,4194.0799,4238.0799,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,12,0.416,4320.4827,4364.4827,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,13,0.444,4450.4517,4494.4517,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,14,0.472,4582.7981,4626.7981,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,15,0.5,4716.3333,4760.3333,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,16,0.528,4849.8685,4893.8685,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,17,0.556,4982.215,5026.215,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,18,0.584,5112.184,5156.184,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,19,0.612,5238.5868,5282.5868,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,20,0.64,5360.2346,5404.2346,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,21,0.668,5475.9387,5519.9387,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,22,0.696,5584.5103,5628.5103,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,23,0.724,5684.7608,5728.7608,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,24,0.752,5775.5013,5819.5013,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,25,0.78,5855.5432,5899.5432,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,26,0.808,5923.6977,5967.6977,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,27,0.836,5978.776,6022.776,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,28,0.864,6019.5894,6063.5894,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,29,0.892,6044.9492,6088.9492,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,27,30,0.92,6053.6667,6097.6667,,,,,,,Nintendo,Simulation,44,1090,1217,89.6,4.04,590
flow,28,0,0.08,3423.0,3578.0,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,1,0.108,3434.2611,3589.2611,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,2,0.136,3467.0207,3622.0207,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,3,0.164,3519.7431,3674.7431,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,4,0.192,3590.8928,3745.8928,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,5,0.22,3678.9342,3833.9342,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,6,0.248,3782.3316,3937.3316,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,7,0.276,3899.5494,4054.5494,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,8,0.304,4029.0521,4184.0521,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,9,0.332,4169.304,4324.304,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,10,0.36,4318.7695,4473.7695,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,11,0.388,4475.9131,4630.9131,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,12,0.416,4639.1991,4794.1991,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,13,0.444,4807.0919,4962.0919,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,14,0.472,4978.0559,5133.0559,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,15,0.5,5150.5556,5305.5556,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,16,0.528,5323.0552,5478.0552,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,17,0.556,5494.0192,5649.0192,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,18,0.584,5661.912,5816.912,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,19,0.612,5825.198,5980.198,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,20,0.64,5982.3416,6137.3416,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,21,0.668,6131.8071,6286.8071,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,22,0.696,6272.059,6427.059,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,23,0.724,6401.5617,6556.5617,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,24,0.752,6518.7796,6673.7796,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,25,0.78,6622.177,6777.177,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,26,0.808,6710.2183,6865.2183,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,27,0.836,6781.368,6936.368,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,28,0.864,6834.0904,6989.0904,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,29,0.892,6866.85,7021.85,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,28,30,0.92,6878.1111,7033.1111,,,,,,,Nintendo,Puzzle,155,1090,1217,89.6,14.22,566
flow,29,0,0.08,3578.0,3630.0,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,1,0.108,3590.4326,3642.4326,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,2,0.136,3626.6003,3678.6003,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,3,0.164,3684.8076,3736.8076,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,4,0.192,3763.3591,3815.3591,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,5,0.22,3860.5597,3912.5597,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,6,0.248,3974.7138,4026.7138,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,7,0.276,4104.1261,4156.1261,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,8,0.304,4247.1013,4299.1013,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,9,0.332,4401.944,4453.944,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,10,0.36,4566.9588,4618.9588,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,11,0.388,4740.4505,4792.4505,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,12,0.416,4920.7236,4972.7236,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,13,0.444,5106.0827,5158.0827,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,14,0.472,5294.8326,5346.8326,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,15,0.5,5485.2778,5537.2778,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,16,0.528,5675.723,5727.723,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,17,0.556,5864.4729,5916.4729,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,18,0.584,6049.832,6101.832,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,19,0.612,6230.1051,6282.1051,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,20,0.64,6403.5967,6455.5967,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,21,0.668,6568.6116,6620.6116,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,22,0.696,6723.4543,6775.4543,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,23,0.724,6866.4294,6918.4294,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,24,0.752,6995.8418,7047.8418,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,25,0.78,7109.9959,7161.9959,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,26,0.808,7207.1964,7259.1964,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,27,0.836,7285.748,7337.748,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,28,0.864,7343.9553,7395.9553,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,29,0.892,7380.1229,7432.1229,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,29,30,0.92,7392.5556,7444.5556,,,,,,,Nintendo,Racing,52,1090,1217,89.6,4.77,499
flow,30,0,0.08,3630.0,3718.0,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,1,0.108,3643.9138,3731.9138,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,2,0.136,3684.3902,3772.3902,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,3,0.164,3749.532,3837.532,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,4,0.192,3837.4418,3925.4418,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,5,0.22,3946.2222,4034.2222,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,6,0.248,4073.976,4161.976,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,7,0.276,4218.8058,4306.8058,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,8,0.304,4378.8142,4466.8142,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,9,0.332,4552.104,4640.104,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,10,0.36,4736.7778,4824.7778,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,11,0.388,4930.9382,5018.9382,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,12,0.416,5132.688,5220.688,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,13,0.444,5340.1298,5428.1298,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,14,0.472,5551.3662,5639.3662,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,15,0.5,5764.5,5852.5,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,16,0.528,5977.6338,6065.6338,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,17,0.556,6188.8702,6276.8702,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,18,0.584,6396.312,6484.312,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,19,0.612,6598.0618,6686.0618,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,20,0.64,6792.2222,6880.2222,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,21,0.668,6976.896,7064.896,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,22,0.696,7150.1858,7238.1858,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
flow,30,23,0.724,7310.1942,7398.1942,,,,,,,Nintendo,Adventure,88,1090,1217,89.6,8.07,476
