platform_rank,platform,platform_full,genre,genre_label,recorded_sales_millions,genre_share_within_platform,genre_share_of_all_recorded_sales,platform_recorded_sales_millions,platform_share_of_all_recorded_sales,sales_rows,total_rows,sales_coverage_percent,x0,x1,y0,y1,parent_x0,parent_x1,parent_y0,parent_y1,cell_area
9,PSP,PlayStation Portable,Action-Adventure,,0.12,0.05,0.0,245.29,3.71,1340,1807,74.2,64.4012,64.6566,84.2587,84.97,41.285,64.6566,69.0824,84.97,0.1817
10,XB,Xbox,Sports,Sports,54.22,23.37,0.82,232.05,3.51,836,982,85.1,41.285,51.4736,84.97,93.0258,41.285,64.6566,84.97,100.0,82.078
10,XB,Xbox,Shooter,Shooter,46.94,20.23,0.71,232.05,3.51,836,982,85.1,41.285,51.4736,93.0258,100.0,41.285,64.6566,84.97,100.0,71.0576
10,XB,Xbox,Action,Action,41.8,18.01,0.63,232.05,3.51,836,982,85.1,51.4736,59.4115,84.97,92.9414,41.285,64.6566,84.97,100.0,63.2767
10,XB,Xbox,Racing,,27.62,11.9,0.42,232.05,3.51,836,982,85.1,59.4115,64.6566,84.97,92.9414,41.285,64.6566,84.97,100.0,41.811
10,XB,Xbox,Fighting,,11.81,5.09,0.18,232.05,3.51,836,982,85.1,51.4736,56.5242,92.9414,96.4812,41.285,64.6566,84.97,100.0,17.8779
10,XB,Xbox,Role-Playing,,11.74,5.06,0.18,232.05,3.51,836,982,85.1,51.4736,56.5242,96.4812,100.0,41.285,64.6566,84.97,100.0,17.772
10,XB,Xbox,Platform,,9.62,4.15,0.15,232.05,3.51,836,982,85.1,56.5242,60.584,92.9414,96.5285,41.285,64.6566,84.97,100.0,14.5627
10,XB,Xbox,Misc,,9.31,4.01,0.14,232.05,3.51,836,982,85.1,56.5242,60.584,96.5285,100.0,41.285,64.6566,84.97,100.0,14.0934
10,XB,Xbox,Adventure,,7.62,3.28,0.12,232.05,3.51,836,982,85.1,60.584,64.6566,92.9414,95.7738,41.285,64.6566,84.97,100.0,11.5351
10,XB,Xbox,Simulation,,7.45,3.21,0.11,232.05,3.51,836,982,85.1,60.584,64.6566,95.7738,98.5429,41.285,64.6566,84.97,100.0,11.2778
10,XB,Xbox,Strategy,,2.72,1.17,0.04,232.05,3.51,836,982,85.1,60.584,63.4099,98.5429,100.0,41.285,64.6566,84.97,100.0,4.1175
10,XB,Xbox,Action-Adventure,,0.71,0.31,0.01,232.05,3.51,836,982,85.1,63.4099,64.6566,98.5429,99.405,41.285,64.6566,84.97,100.0,1.0748
10,XB,Xbox,Puzzle,,0.4,0.17,0.01,232.05,3.51,836,982,85.1,63.4099,64.4276,99.405,100.0,41.285,64.6566,84.97,100.0,0.6055
10,XB,Xbox,Party,,0.09,0.04,0.0,232.05,3.51,836,982,85.1,64.4276,64.6566,99.405,100.0,41.285,64.6566,84.97,100.0,0.1362
11,GBA,Game Boy Advance,Platform,Platform,53.19,23.69,0.81,224.48,3.4,899,1659,54.2,64.6566,73.1648,51.6617,61.1253,64.6566,84.8205,51.6617,68.5144,80.5188
11,GBA,Game Boy Advance,Action,Action,41.53,18.5,0.63,224.48,3.4,899,1659,54.2,64.6566,73.1648,61.1253,68.5144,64.6566,84.8205,51.6617,68.5144,62.8679
11,GBA,Game Boy Advance,Misc,,33.66,14.99,0.51,224.48,3.4,899,1659,54.2,73.1648,80.5381,51.6617,58.5724,64.6566,84.8205,51.6617,68.5144,50.9544
11,GBA,Game Boy Advance,Adventure,,19.55,8.71,0.3,224.48,3.4,899,1659,54.2,80.5381,84.8205,51.6617,58.5724,64.6566,84.8205,51.6617,68.5144,29.5947
11,GBA,Game Boy Advance,Role-Playing,,17.61,7.84,0.27,224.48,3.4,899,1659,54.2,73.1648,78.3494,58.5724,63.7142,64.6566,84.8205,51.6617,68.5144,26.6579
11,GBA,Game Boy Advance,Sports,,16.44,7.32,0.25,224.48,3.4,899,1659,54.2,73.1648,78.3494,63.7142,68.5144,64.6566,84.8205,51.6617,68.5144,24.8868
11,GBA,Game Boy Advance,Racing,,12.41,5.53,0.19,224.48,3.4,899,1659,54.2,78.3494,81.7975,58.5724,64.0206,64.6566,84.8205,51.6617,68.5144,18.7862
11,GBA,Game Boy Advance,Puzzle,,10.88,4.85,0.16,224.48,3.4,899,1659,54.2,81.7975,84.8205,58.5724,64.0206,64.6566,84.8205,51.6617,68.5144,16.4701
11,GBA,Game Boy Advance,Strategy,,5.51,2.45,0.08,224.48,3.4,899,1659,54.2,78.3494,82.0582,64.0206,66.2696,64.6566,84.8205,51.6617,68.5144,8.341
11,GBA,Game Boy Advance,Simulation,,5.5,2.45,0.08,224.48,3.4,899,1659,54.2,78.3494,82.0582,66.2696,68.5144,64.6566,84.8205,51.6617,68.5144,8.3259
11,GBA,Game Boy Advance,Fighting,,4.21,1.88,0.06,224.48,3.4,899,1659,54.2,82.0582,84.8205,64.0206,66.3278,64.6566,84.8205,51.6617,68.5144,6.3731
11,GBA,Game Boy Advance,Shooter,,3.69,1.64,0.06,224.48,3.4,899,1659,54.2,82.0582,84.6128,66.3278,68.5144,64.6566,84.8205,51.6617,68.5144,5.5859
11,GBA,Game Boy Advance,Music,,0.3,0.13,0.0,224.48,3.4,899,1659,54.2,84.6128,84.8205,66.3278,68.5144,64.6566,84.8205,51.6617,68.5144,0.4541
12,PC,PC,Simulation,Simulation,50.55,29.91,0.77,168.99,2.56,1560,12617,12.4,84.8205,93.6191,51.6617,60.3588,84.8205,100.0,51.6617,68.5144,76.5224
12,PC,PC,Shooter,Shooter,36.66,21.69,0.55,168.99,2.56,1560,12617,12.4,93.6191,100.0,51.6617,60.3588,84.8205,100.0,51.6617,68.5144,55.4958
12,PC,PC,Strategy,,20.64,12.21,0.31,168.99,2.56,1560,12617,12.4,84.8205,91.5063,60.3588,65.0321,84.8205,100.0,51.6617,68.5144,31.2447
12,PC,PC,Role-Playing,,15.38,9.1,0.23,168.99,2.56,1560,12617,12.4,84.8205,91.5063,65.0321,68.5144,84.8205,100.0,51.6617,68.5144,23.2822
12,PC,PC,Action,,10.54,6.24,0.16,168.99,2.56,1560,12617,12.4,91.5063,95.3262,60.3588,64.5357,84.8205,100.0,51.6617,68.5144,15.9554
12,PC,PC,Sports,,10.04,5.94,0.15,168.99,2.56,1560,12617,12.4,91.5063,95.3262,64.5357,68.5144,84.8205,100.0,51.6617,68.5144,15.1985
12,PC,PC,Misc,,7.19,4.25,0.11,168.99,2.56,1560,12617,12.4,95.3262,97.7129,60.3588,64.9192,84.8205,100.0,51.6617,68.5144,10.8842
12,PC,PC,Adventure,,6.89,4.08,0.1,168.99,2.56,1560,12617,12.4,97.7129,100.0,60.3588,64.9192,84.8205,100.0,51.6617,68.5144,10.4301
12,PC,PC,Racing,,4.21,2.49,0.06,168.99,2.56,1560,12617,12.4,95.3262,97.0989,64.9192,68.5144,84.8205,100.0,51.6617,68.5144,6.3731
12,PC,PC,Action-Adventure,,2.74,1.62,0.04,168.99,2.56,1560,12617,12.4,97.0989,100.0,64.9192,66.3489,84.8205,100.0,51.6617,68.5144,4.1478
12,PC,PC,MMO,,1.57,0.93,0.02,168.99,2.56,1560,12617,12.4,97.0989,98.1964,66.3489,68.5144,84.8205,100.0,51.6617,68.5144,2.3767
12,PC,PC,Puzzle,,0.94,0.56,0.01,168.99,2.56,1560,12617,12.4,98.1964,99.2302,66.3489,67.7254,84.8205,100.0,51.6617,68.5144,1.423
12,PC,PC,Music,,0.7,0.41,0.01,168.99,2.56,1560,12617,12.4,99.2302,100.0,66.3489,67.7254,84.8205,100.0,51.6617,68.5144,1.0597
12,PC,PC,Platform,,0.54,0.32,0.01,168.99,2.56,1560,12617,12.4,98.1964,99.2325,67.7254,68.5144,84.8205,100.0,51.6617,68.5144,0.8174
12,PC,PC,Fighting,,0.4,0.24,0.01,168.99,2.56,1560,12617,12.4,99.2325,100.0,67.7254,68.5144,84.8205,100.0,51.6617,68.5144,0.6055
13,GC,Nintendo GameCube,Sports,,19.71,16.49,0.3,119.53,1.81,528,663,79.6,64.6566,69.4823,68.5144,74.6974,64.6566,79.6857,68.5144,80.5541,29.8369
13,GC,Nintendo GameCube,Action,,18.67,15.62,0.28,119.53,1.81,528,663,79.6,64.6566,69.4823,74.6974,80.5541,64.6566,79.6857,68.5144,80.5541,28.2626
13,GC,Nintendo GameCube,Platform,,17.33,14.5,0.26,119.53,1.81,528,663,79.6,69.4823,75.2496,68.5144,73.0632,64.6566,79.6857,68.5144,80.5541,26.2341
13,GC,Nintendo GameCube,Racing,,13.33,11.15,0.2,119.53,1.81,528,663,79.6,75.2496,79.6857,68.5144,73.0632,64.6566,79.6857,68.5144,80.5541,20.1789
13,GC,Nintendo GameCube,Fighting,,11.1,9.29,0.17,119.53,1.81,528,663,79.6,69.4823,73.6675,73.0632,77.0781,64.6566,79.6857,68.5144,80.5541,16.8031
13,GC,Nintendo GameCube,Shooter,,9.61,8.04,0.15,119.53,1.81,528,663,79.6,69.4823,73.6675,77.0781,80.5541,64.6566,79.6857,68.5144,80.5541,14.5476
13,GC,Nintendo GameCube,Adventure,,7.66,6.41,0.12,119.53,1.81,528,663,79.6,73.6675,77.0571,73.0632,76.4842,64.6566,79.6857,68.5144,80.5541,11.5957
13,GC,Nintendo GameCube,Simulation,,5.94,4.97,0.09,119.53,1.81,528,663,79.6,77.0571,79.6857,73.0632,76.4842,64.6566,79.6857,68.5144,80.5541,8.9919
13,GC,Nintendo GameCube,Misc,,5.6,4.69,0.08,119.53,1.81,528,663,79.6,73.6675,75.7504,76.4842,80.5541,64.6566,79.6857,68.5144,80.5541,8.4773
13,GC,Nintendo GameCube,Role-Playing,,4.69,3.92,0.07,119.53,1.81,528,663,79.6,75.7504,77.808,76.4842,79.9347,64.6566,79.6857,68.5144,80.5541,7.0997
13,GC,Nintendo GameCube,Puzzle,,4.28,3.58,0.06,119.53,1.81,528,663,79.6,77.808,79.6857,76.4842,79.9347,64.6566,79.6857,68.5144,80.5541,6.479
13,GC,Nintendo GameCube,Strategy,,1.49,1.25,0.02,119.53,1.81,528,663,79.6,75.7504,79.3923,79.9347,80.5541,64.6566,79.6857,68.5144,80.5541,2.2556
13,GC,Nintendo GameCube,Education,,0.12,0.1,0.0,119.53,1.81,528,663,79.6,79.3923,79.6857,79.9347,80.5541,64.6566,79.6857,68.5144,80.5541,0.1817
14,3DS,Nintendo 3DS,Role-Playing,,18.22,18.35,0.28,99.27,1.5,562,1192,47.1,64.6566,69.9237,80.5541,85.7906,64.6566,79.6857,80.5541,90.553,27.5814
14,3DS,Nintendo 3DS,Action,,16.57,16.69,0.25,99.27,1.5,562,1192,47.1,64.6566,69.9237,85.7906,90.553,64.6566,79.6857,80.5541,90.553,25.0836
14,3DS,Nintendo 3DS,Simulation,,11.73,11.82,0.18,99.27,1.5,562,1192,47.1,69.9237,74.0725,80.5541,84.834,64.6566,79.6857,80.5541,90.553,17.7568
14,3DS,Nintendo 3DS,Misc,,8.05,8.11,0.12,99.27,1.5,562,1192,47.1,74.0725,76.9198,80.5541,84.834,64.6566,79.6857,80.5541,90.553,12.1861
14,3DS,Nintendo 3DS,Platform,,7.82,7.88,0.12,99.27,1.5,562,1192,47.1,76.9198,79.6857,80.5541,84.834,64.6566,79.6857,80.5541,90.553,11.8379
14,3DS,Nintendo 3DS,Action-Adventure,,7.52,7.58,0.11,99.27,1.5,562,1192,47.1,69.9237,73.7909,84.834,87.7777,64.6566,79.6857,80.5541,90.553,11.3837
14,3DS,Nintendo 3DS,Sports,,7.09,7.14,0.11,99.27,1.5,562,1192,47.1,69.9237,73.7909,87.7777,90.553,64.6566,79.6857,80.5541,90.553,10.7328
14,3DS,Nintendo 3DS,Puzzle,,5.64,5.68,0.09,99.27,1.5,562,1192,47.1,73.7909,76.6231,84.834,87.8485,64.6566,79.6857,80.5541,90.553,8.5378
14,3DS,Nintendo 3DS,Adventure,,5.06,5.1,0.08,99.27,1.5,562,1192,47.1,73.7909,76.6231,87.8485,90.553,64.6566,79.6857,80.5541,90.553,7.6598
14,3DS,Nintendo 3DS,Party,,2.42,2.44,0.04,99.27,1.5,562,1192,47.1,76.6231,78.2101,84.834,87.1424,64.6566,79.6857,80.5541,90.553,3.6634
14,3DS,Nintendo 3DS,Fighting,,2.25,2.27,0.03,99.27,1.5,562,1192,47.1,78.2101,79.6857,84.834,87.1424,64.6566,79.6857,80.5541,90.553,3.406
14,3DS,Nintendo 3DS,Strategy,,2.17,2.19,0.03,99.27,1.5,562,1192,47.1,76.6231,78.2054,87.1424,89.2184,64.6566,79.6857,80.5541,90.553,3.2849
14,3DS,Nintendo 3DS,Racing,,2.03,2.04,0.03,99.27,1.5,562,1192,47.1,78.2054,79.6857,87.1424,89.2184,64.6566,79.6857,80.5541,90.553,3.073
14,3DS,Nintendo 3DS,Music,,1.6,1.61,0.02,99.27,1.5,562,1192,47.1,76.6231,78.438,89.2184,90.553,64.6566,79.6857,80.5541,90.553,2.4221
14,3DS,Nintendo 3DS,Shooter,,0.75,0.76,0.01,99.27,1.5,562,1192,47.1,78.438,79.6857,89.2184,90.1284,64.6566,79.6857,80.5541,90.553,1.1353
14,3DS,Nintendo 3DS,MMO,,0.17,0.17,0.0,99.27,1.5,562,1192,47.1,78.438,79.044,90.1284,90.553,64.6566,79.6857,80.5541,90.553,0.2573
14,3DS,Nintendo 3DS,Education,,0.09,0.09,0.0,99.27,1.5,562,1192,47.1,79.044,79.3648,90.1284,90.553,64.6566,79.6857,80.5541,90.553,0.1362
14,3DS,Nintendo 3DS,Visual Novel,,0.09,0.09,0.0,99.27,1.5,562,1192,47.1,79.3648,79.6857,90.1284,90.553,64.6566,79.6857,80.5541,90.553,0.1362
15,N64,N64,Sports,,26.44,28.19,0.4,93.79,1.42,279,393,71.0,64.6566,71.3579,90.553,96.5257,64.6566,79.6857,90.553,100.0,40.0248
15,N64,N64,Fighting,,15.38,16.4,0.23,93.79,1.42,279,393,71.0,64.6566,71.3579,96.5257,100.0,64.6566,79.6857,90.553,100.0,23.2822
15,N64,N64,Racing,,13.94,14.86,0.21,93.79,1.42,279,393,71.0,71.3579,76.0598,90.553,95.0411,64.6566,79.6857,90.553,100.0,21.1023
15,N64,N64,Action,,10.75,11.46,0.16,93.79,1.42,279,393,71.0,76.0598,79.6857,90.553,95.0411,64.6566,79.6857,90.553,100.0,16.2733
15,N64,N64,Shooter,,8.64,9.21,0.13,93.79,1.42,279,393,71.0,71.3579,73.9954,95.0411,100.0,64.6566,79.6857,90.553,100.0,13.0792
15,N64,N64,Platform,,7.35,7.84,0.11,93.79,1.42,279,393,71.0,73.9954,77.3595,95.0411,98.3485,64.6566,79.6857,90.553,100.0,11.1264
15,N64,N64,Misc,,3.67,3.91,0.06,93.79,1.42,279,393,71.0,73.9954,77.3595,98.3485,100.0,64.6566,79.6857,90.553,100.0,5.5556
15,N64,N64,Puzzle,,3.41,3.64,0.05,93.79,1.42,279,393,71.0,77.3595,79.6857,95.0411,97.2602,64.6566,79.6857,90.553,100.0,5.162
15,N64,N64,Role-Playing,,1.6,1.71,0.02,93.79,1.42,279,393,71.0,77.3595,78.5838,97.2602,99.2386,64.6566,79.6857,90.553,100.0,2.4221
15,N64,N64,Simulation,,1.44,1.54,0.02,93.79,1.42,279,393,71.0,78.5838,79.6857,97.2602,99.2386,64.6566,79.6857,90.553,100.0,2.1799
15,N64,N64,Strategy,,0.78,0.83,0.01,93.79,1.42,279,393,71.0,77.3595,78.9103,99.2386,100.0,64.6566,79.6857,90.553,100.0,1.1808
15,N64,N64,Adventure,,0.39,0.42,0.01,93.79,1.42,279,393,71.0,78.9103,79.6857,99.2386,100.0,64.6566,79.6857,90.553,100.0,0.5904
16,Other,Other platforms,Action,Action,68.12,16.12,1.03,422.52,6.4,1827,18322,10.0,79.6857,91.0321,68.5144,77.6027,79.6857,100.0,68.5144,100.0,103.1198
16,Other,Other platforms,Sports,Sports,53.84,12.74,0.82,422.52,6.4,1827,18322,10.0,91.0321,100.0,68.5144,77.6027,79.6857,100.0,68.5144,100.0,81.5028
16,Other,Other platforms,Platform,Platform,52.58,12.44,0.8,422.52,6.4,1827,18322,10.0,79.6857,90.935,77.6027,84.6782,79.6857,100.0,68.5144,100.0,79.5954
16,Other,Other platforms,Shooter,Shooter,42.37,10.03,0.64,422.52,6.4,1827,18322,10.0,90.935,100.0,77.6027,84.6782,79.6857,100.0,68.5144,100.0,64.1395
16,Other,Other platforms,Role-Playing,Role-Playing,41.14,9.74,0.62,422.52,6.4,1827,18322,10.0,79.6857,87.3723,84.6782,92.7803,79.6857,100.0,68.5144,100.0,62.2776
16,Other,Other platforms,Fighting,Fighting,36.66,8.68,0.55,422.52,6.4,1827,18322,10.0,79.6857,87.3723,92.7803,100.0,79.6857,100.0,68.5144,100.0,55.4958
16,Other,Other platforms,Puzzle,,25.47,6.03,0.39,422.52,6.4,1827,18322,10.0,87.3723,94.4426,84.6782,90.1315,79.6857,100.0,68.5144,100.0,38.5564
16,Other,Other platforms,Adventure,,20.02,4.74,0.3,422.52,6.4,1827,18322,10.0,94.4426,100.0,84.6782,90.1315,79.6857,100.0,68.5144,100.0,30.3062
16,Other,Other platforms,Misc,,19.81,4.69,0.3,422.52,6.4,1827,18322,10.0,87.3723,93.2613,90.1315,95.2239,79.6857,100.0,68.5144,100.0,29.9883
16,Other,Other platforms,Racing,,18.58,4.4,0.28,422.52,6.4,1827,18322,10.0,87.3723,93.2613,95.2239,100.0,79.6857,100.0,68.5144,100.0,28.1263
16,Other,Other platforms,Action-Adventure,,11.14,2.64,0.17,422.52,6.4,1827,18322,10.0,93.2613,96.8275,90.1315,94.8602,79.6857,100.0,68.5144,100.0,16.8637
16,Other,Other platforms,Strategy,,9.91,2.35,0.15,422.52,6.4,1827,18322,10.0,96.8275,100.0,90.1315,94.8602,79.6857,100.0,68.5144,100.0,15.0017
16,Other,Other platforms,Simulation,,9.45,2.24,0.14,422.52,6.4,1827,18322,10.0,93.2613,96.0445,94.8602,100.0,79.6857,100.0,68.5144,100.0,14.3054
16,Other,Other platforms,Music,,7.28,1.72,0.11,422.52,6.4,1827,18322,10.0,96.0445,100.0,94.8602,97.6463,79.6857,100.0,68.5144,100.0,11.0204
16,Other,Other platforms,Sandbox,,1.89,0.45,0.03,422.52,6.4,1827,18322,10.0,96.0445,97.2601,97.6463,100.0,79.6857,100.0,68.5144,100.0,2.8611
16,Other,Other platforms,Party,,1.73,0.41,0.03,422.52,6.4,1827,18322,10.0,97.2601,99.434,97.6463,98.851,79.6857,100.0,68.5144,100.0,2.6189
16,Other,Other platforms,Visual Novel,,1.65,0.39,0.02,422.52,6.4,1827,18322,10.0,97.2601,99.434,98.851,100.0,79.6857,100.0,68.5144,100.0,2.4978
16,Other,Other platforms,MMO,,0.57,0.13,0.01,422.52,6.4,1827,18322,10.0,99.434,100.0,97.6463,99.1709,79.6857,100.0,68.5144,100.0,0.8629
16,Other,Other platforms,Board Game,,0.31,0.07,0.0,422.52,6.4,1827,18322,10.0,99.434,100.0,99.1709,100.0,79.6857,100.0,68.5144,100.0,0.4693
