row_type,link_id,publisher,genre,title_count,publisher_selected_total,genre_selected_total,publisher_share_pct,x,y0,y1,x1,x2,node_label,node_count,label_x,label_y
link,Ubisoft → Action,Ubisoft,Action,111,381,827,29.1339,0.92,24.0873,26.5637,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.08,21.6331,23.5295,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.108,21.7041,23.6004,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.136,21.9104,23.8068,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.164,22.2426,24.139,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.192,22.6908,24.5872,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.22,23.2455,25.1419,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.248,23.8969,25.7933,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.276,24.6353,26.5317,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.304,25.4512,27.3476,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.332,26.3348,28.2312,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.36,27.2764,29.1728,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.388,28.2664,30.1628,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.416,29.2951,31.1915,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.444,30.3528,32.2492,,,,,,
link,Ubisoft → Shooter,Ubisoft,Shooter,85,381,651,22.3097,0.472,31.4299,33.3263,,,,,,
