record_type,link_id,genre,rating,count,within_genre_pct,within_rating_pct,x,y,point_order,thickness_px,node_side,node_label,node_display,node_total,x0,x1,y0,y1,label_x,label_y
link_point,Simulation to M,Simulation,M,3,0.6355932203389831,0.4026845637583893,0.692,3336.58,4,0.351123595505618,,,,,,,,,,
link_point,Simulation to M,Simulation,M,3,0.6355932203389831,0.4026845637583893,0.8199999999999998,3516.5,5,0.351123595505618,,,,,,,,,,
link_point,Action to E,Action,E,276,23.91681109185442,17.07920792079208,0.18,1958,0,32.30337078651685,,,,,,,,,,
link_point,Action to E,Action,E,276,23.91681109185442,17.07920792079208,0.30799999999999994,1898.408,1,32.30337078651685,,,,,,,,,,
link_point,Action to E,Action,E,276,23.91681109185442,17.07920792079208,0.43599999999999994,1756.3039999999999,2,32.30337078651685,,,,,,,,,,
link_point,Action to E,Action,E,276,23.91681109185442,17.07920792079208,0.564,1586.696,3,32.30337078651685,,,,,,,,,,
link_point,Action to E,Action,E,276,23.91681109185442,17.07920792079208,0.692,1444.5919999999999,4,32.30337078651685,,,,,,,,,,
link_point,Action to E,Action,E,276,23.91681109185442,17.07920792079208,0.8199999999999998,1385,5,32.30337078651685,,,,,,,,,,
link_point,Action to E10+,Action,E10+,194,16.81109185441941,40.50104384133611,0.18,2193,0,22.705992509363295,,,,,,,,,,
link_point,Action to E10+,Action,E10+,194,16.81109185441941,40.50104384133611,0.30799999999999994,2164.712,1,22.705992509363295,,,,,,,,,,
link_point,Action to E10+,Action,E10+,194,16.81109185441941,40.50104384133611,0.43599999999999994,2097.256,2,22.705992509363295,,,,,,,,,,
link_point,Action to E10+,Action,E10+,194,16.81109185441941,40.50104384133611,0.564,2016.7440000000001,3,22.705992509363295,,,,,,,,,,
link_point,Action to E10+,Action,E10+,194,16.81109185441941,40.50104384133611,0.692,1949.288,4,22.705992509363295,,,,,,,,,,
link_point,Action to E10+,Action,E10+,194,16.81109185441941,40.50104384133611,0.8199999999999998,1921,5,22.705992509363295,,,,,,,,,,
link_point,Action to T,Action,T,355,30.76256499133449,27.908805031446544,0.18,2467.5,0,41.54962546816479,,,,,,,,,,
link_point,Action to T,Action,T,355,30.76256499133449,27.908805031446544,0.30799999999999994,2492.772,1,41.54962546816479,,,,,,,,,,
link_point,Action to T,Action,T,355,30.76256499133449,27.908805031446544,0.43599999999999994,2553.036,2,41.54962546816479,,,,,,,,,,
link_point,Action to T,Action,T,355,30.76256499133449,27.908805031446544,0.564,2624.964,3,41.54962546816479,,,,,,,,,,
link_point,Action to T,Action,T,355,30.76256499133449,27.908805031446544,0.692,2685.228,4,41.54962546816479,,,,,,,,,,
link_point,Action to T,Action,T,355,30.76256499133449,27.908805031446544,0.8199999999999998,2710.5,5,41.54962546816479,,,,,,,,,,
link_point,Action to M,Action,M,329,28.509532062391678,44.16107382550336,0.18,2809.5,0,38.506554307116104,,,,,,,,,,
link_point,Action to M,Action,M,329,28.509532062391678,44.16107382550336,0.30799999999999994,2900.292,1,38.506554307116104,,,,,,,,,,
link_point,Action to M,Action,M,329,28.509532062391678,44.16107382550336,0.43599999999999994,3116.7960000000003,2,38.506554307116104,,,,,,,,,,
link_point,Action to M,Action,M,329,28.509532062391678,44.16107382550336,0.564,3375.2039999999997,3,38.506554307116104,,,,,,,,,,
