Name,Platform,Year_of_Release,Genre,User_Score,User_Count
Dead Island,X360,2011.0,Action,6.9,627.0
Half-Life 2,PC,2004.0,Shooter,9.1,8665.0
The Incredibles,PS2,2004.0,Action,7.6,22.0
Madden NFL 08,X360,2007.0,Sports,6.4,108.0
Tony Hawk's Underground 2,PS2,2004.0,Sports,8.8,55.0
Zumba Fitness,X360,2010.0,Sports,5.5,16.0
Madden NFL 10,PS3,2009.0,Sports,6.8,58.0
Midnight Club: Los Angeles,X360,2008.0,Racing,8.5,142.0
WWE SmackDown vs Raw 2008,PS2,2007.0,Fighting,7.2,31.0
The Legend of Zelda: Majora's Mask 3D,3DS,2015.0,Action,9.0,478.0
LEGO Indiana Jones: The Original Adventures,Wii,,Action,6.6,28.0
Resident Evil - Code: Veronica X,PS2,2001.0,Action,8.4,189.0
NBA 2K16,XOne,2015.0,Sports,6.2,115.0
Kinect Sports: Season Two,X360,2011.0,Sports,6.5,39.0
My Fitness Coach,Wii,2008.0,Sports,8.6,16.0
James Bond 007: Everything or Nothing,PS2,2004.0,Shooter,9.1,51.0
Need For Speed: High Stakes,PS,1999.0,Racing,8.5,28.0
Guild Wars 2,PC,2012.0,Action,7.9,2954.0
Paper Mario: Sticker Star,3DS,2012.0,Role-Playing,5.6,382.0
Batman: Arkham Origins,PS3,2013.0,Action,7.7,668.0
Tomb Raider II,PC,1997.0,Action,8.3,37.0
LEGO Star Wars: The Complete Saga,PS3,2007.0,Action,6.7,87.0
Need for Speed Underground 2,XB,2004.0,Racing,8.7,27.0
Pro Evolution Soccer 2010,PS3,2009.0,Sports,6.7,76.0
FIFA Soccer 09,PS2,2008.0,Sports,6.9,20.0
LEGO Harry Potter: Years 1-4,DS,2010.0,Action,7.2,6.0
The Sims 3,X360,2010.0,Simulation,7.1,71.0
Pokemon Ranger: Shadows of Almia,DS,2008.0,Role-Playing,8.2,27.0
Dead Island,PS3,2011.0,Action,6.6,405.0
Kirby: Nightmare in Dream Land,GBA,2002.0,Platform,8.9,54.0
Wario Land 4,GBA,2001.0,Platform,8.9,42.0
Far Cry: Primal,PS4,2016.0,Action,6.3,635.0
Battlefield 1,XOne,2016.0,Shooter,8.2,440.0
Onimusha 2: Samurai's Destiny,PS2,2002.0,Adventure,9.0,52.0
Paper Mario: The Thousand-Year Door,GC,2004.0,Role-Playing,9.4,306.0
Madden NFL 12,PS3,2011.0,Sports,5.5,56.0
God of War: Ascension,PS3,2013.0,Action,7.5,914.0
Sonic Advance,GBA,2001.0,Platform,8.1,48.0
Call of Duty 3,Wii,,Shooter,6.7,61.0
New Super Luigi U,WiiU,2013.0,Platform,7.9,288.0
Assassin's Creed IV: Black Flag,XOne,2013.0,Action,7.4,355.0
Spyro: Season of Ice,GBA,2001.0,Platform,8.0,13.0
Dissidia: Final Fantasy,PSP,2008.0,Fighting,8.0,139.0
Madden NFL 25,X360,2013.0,Sports,5.6,136.0
Borderlands 2,PS3,2012.0,Shooter,8.2,858.0
Prince of Persia: The Sands of Time,PS2,2003.0,Action,8.8,204.0
Monster Hunter Tri,Wii,2009.0,Role-Playing,8.6,219.0
LEGO Marvel Super Heroes,X360,2013.0,Action,7.6,127.0
Tom Clancy's Rainbow Six: Siege,PS4,2015.0,Shooter,7.3,480.0
Star Wars: The Force Unleashed,PS3,2008.0,Action,6.6,233.0
Forza Motorsport 5,XOne,2013.0,Racing,5.9,1095.0
Need for Speed: Hot Pursuit,X360,2010.0,Racing,7.0,206.0
LEGO Indiana Jones: The Original Adventures,DS,2008.0,Action,7.9,16.0
BioShock 2,X360,2010.0,Shooter,8.2,573.0
Star Wars: Knights of the Old Republic,XB,2003.0,Role-Playing,9.2,317.0
Madden NFL 15,PS4,2014.0,Sports,6.1,208.0
Pro Evolution Soccer 2012,PS3,2011.0,Action,6.6,132.0
Saints Row,X360,2006.0,Action,7.5,211.0
ATV Offroad Fury 2,PS2,2002.0,Racing,8.9,28.0
FIFA 15,XOne,2014.0,Sports,5.4,347.0
Tom Clancy's The Division,XOne,2016.0,Shooter,6.9,614.0
Final Fantasy XIII,X360,2010.0,Role-Playing,6.3,539.0
The Sims: House Party,PC,2001.0,Simulation,7.9,30.0
Scribblenauts,DS,2009.0,Puzzle,7.6,110.0
Sonic Unleashed,Wii,2008.0,Platform,7.3,136.0
Pokemon Ranger,DS,2006.0,Role-Playing,7.6,50.0
Skylanders SWAP Force,Wii,2013.0,Platform,6.6,5.0
Overwatch,PS4,2016.0,Shooter,6.1,1358.0
Hitman: Absolution,PS3,2012.0,Action,7.5,511.0
Call of Duty: Roads to Victory,PSP,2007.0,Shooter,7.5,30.0
Dance Dance Revolution Extreme,PS2,2004.0,Simulation,9.0,20.0
Final Fantasy Tactics Advance,GBA,2003.0,Role-Playing,7.8,212.0
Your Shape featuring Jenny McCarthy,Wii,2009.0,Sports,5.2,54.0
Project Gotham Racing,XB,2001.0,Racing,8.2,28.0
NBA 2K12,PS3,2011.0,Sports,6.7,127.0
Need for Speed: Hot Pursuit 2,PS2,2002.0,Racing,8.5,92.0
Dynasty Warriors 4,PS2,2003.0,Action,9.3,201.0
NBA 2K14,PS3,2013.0,Sports,4.9,142.0
Parasite Eve,PS,1998.0,Role-Playing,8.9,89.0
Tetris DS,DS,2006.0,Puzzle,8.7,44.0
Battlefield: Hardline,PS4,2015.0,Shooter,5.0,845.0
Mortal Kombat,X360,2011.0,Fighting,8.3,382.0
Borderlands,PS3,2009.0,Shooter,7.9,427.0
Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,9.0,212.0
NBA 2K11,X360,2010.0,Action,8.1,100.0
Dying Light,PS4,2015.0,Action,7.9,1287.0
Dead Rising,X360,2006.0,Action,7.6,520.0
World of Warcraft: Cataclysm,PC,2010.0,Role-Playing,5.6,953.0
Tetris Worlds,PS2,2002.0,Puzzle,6.2,11.0
Final Fantasy III,DS,2006.0,Role-Playing,7.1,136.0
Sim Theme Park,PC,1998.0,Strategy,8.3,14.0
Portal 2,X360,2011.0,Shooter,8.5,997.0
Mario Sports Mix,Wii,2010.0,Sports,7.1,34.0
Need for Speed: Most Wanted 5-1-0,PSP,2005.0,Racing,7.8,54.0
The Sims 2: Pets,DS,2006.0,Simulation,5.2,24.0
Dance Dance Revolution: Hottest Party,Wii,2007.0,Simulation,7.1,27.0
DriveClub,PS4,2014.0,Racing,6.1,1571.0
UFC 2009 Undisputed,X360,2009.0,Fighting,7.9,51.0
Metal Gear Solid: Peace Walker,PSP,2010.0,Action,8.9,443.0
R4: Ridge Racer Type 4,PS,1998.0,Racing,9.2,21.0
Kingdom Hearts: Birth by Sleep,PSP,2010.0,Role-Playing,8.6,208.0
SoulCalibur II,PS2,2003.0,Fighting,8.8,120.0
Need for Speed: ProStreet,X360,2007.0,Racing,7.1,78.0
Madden NFL 15,X360,2014.0,Sports,5.5,29.0
Need For Speed: Undercover,PS3,2008.0,Racing,5.9,71.0
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006.0,Shooter,9.0,34.0
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005.0,Action,8.2,68.0
Need for Speed: ProStreet,PS3,2007.0,Racing,6.0,43.0
Donkey Kong Country,GBA,2003.0,Platform,8.9,53.0
NBA Live 2004,PS2,2003.0,Sports,7.7,41.0
Call of Duty 2,X360,2005.0,Shooter,8.1,307.0
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005.0,Role-Playing,8.1,97.0
Dark Souls,PS3,2011.0,Role-Playing,8.7,1397.0
Battlefield 4,XOne,2013.0,Shooter,6.6,480.0
Fire Emblem: Awakening,3DS,2012.0,Role-Playing,9.1,1130.0
Need for Speed: The Run,PS3,2011.0,Action,6.4,182.0
Dragon Age: Inquisition,PS4,2014.0,Role-Playing,7.4,1984.0
Dead Space,PS3,2008.0,Action,8.8,545.0
Mortal Kombat vs. DC Universe,PS3,2008.0,Fighting,7.1,107.0
TouchMaster,DS,2007.0,Puzzle,5.7,9.0
Tenchu: Stealth Assassins,PS,1997.0,Action,8.8,45.0
Harry Potter and the Chamber of Secrets,GBA,2002.0,Action,7.9,14.0
Kingdom Hearts 358/2 Days,DS,2009.0,Role-Playing,7.8,162.0
Skate 3,PS3,2010.0,Sports,7.6,82.0
Harry Potter and the Chamber of Secrets,PS,2002.0,Action,8.5,33.0
Need for Speed Rivals,PS4,2013.0,Racing,6.2,667.0
Spyro: Enter the Dragonfly,PS2,2002.0,Platform,4.1,95.0
Devil May Cry 2,PS2,2003.0,Action,6.6,167.0
Hot Shots Golf: Open Tee,PSP,2004.0,Sports,8.7,34.0
Forza Horizon,X360,2012.0,Racing,8.4,431.0
Tom Clancy's Rainbow Six: Vegas,X360,2006.0,Shooter,8.3,225.0
Crash Nitro Kart,PS2,2003.0,Racing,7.7,59.0
Resident Evil 6,X360,2012.0,Shooter,5.0,1407.0
Grand Theft Auto: San Andreas,XB,2005.0,Action,8.6,118.0
NBA Street Vol. 2,PS2,2003.0,Sports,8.8,70.0
Def Jam Vendetta,PS2,2003.0,Fighting,8.9,41.0
Kirby Squeak Squad,DS,2006.0,Platform,8.1,41.0
Burnout Paradise,PS3,2008.0,Racing,7.7,455.0
Scooby Doo and the Cyber Chase,PS,2001.0,Adventure,7.4,10.0
The Sims 3,PS3,2010.0,Simulation,6.4,55.0
FIFA Soccer 09,X360,2008.0,Sports,8.0,106.0
Dragon Ball Z: Budokai 3,PS2,2004.0,Fighting,8.9,137.0
Call of Duty: World at War,Wii,2008.0,Shooter,7.6,78.0
Tom Clancy's Ghost Recon,PS2,2002.0,Shooter,8.3,22.0
BioShock Infinite,X360,2013.0,Shooter,8.5,1647.0
X-Men Legends,PS2,2004.0,Role-Playing,8.5,69.0
Mortal Kombat vs. DC Universe,X360,2008.0,Fighting,7.5,87.0
Destiny: The Taken King,PS4,2015.0,Shooter,6.0,1079.0
Destiny,X360,2014.0,Shooter,4.7,504.0
Red Faction,PS2,2001.0,Shooter,8.0,69.0
The Sims: Makin' Magic,PC,2003.0,Simulation,8.6,31.0
MX Unleashed,PS2,2004.0,Racing,9.2,46.0
Need for Speed: Shift,X360,2009.0,Racing,6.5,134.0
Diablo III,PS3,2013.0,Role-Playing,6.4,557.0
LittleBigPlanet 3,PS4,2014.0,Platform,7.1,506.0
Star Wars Rogue Leader: Rogue Squadron II,GC,2001.0,Simulation,8.6,80.0
Mario Super Sluggers,Wii,2008.0,Sports,7.8,58.0
Madden NFL 09,PS3,2008.0,Sports,4.4,132.0
Batman: Arkham Origins,X360,2013.0,Action,7.5,685.0
Mortal Kombat: Deception,PS2,2004.0,Fighting,8.5,90.0
NBA 2K17,PS4,2016.0,Sports,6.7,162.0
Star Fox Adventures,GC,2002.0,Adventure,7.7,145.0
Madden NFL 25,PS3,2013.0,Sports,4.1,91.0
Dynasty Warriors 3,PS2,2001.0,Action,9.1,90.0
Madden NFL 06,XB,2005.0,Sports,6.7,41.0
Shrek 2,PS2,2004.0,Platform,8.5,24.0
The Legend of Dragoon,PS,1999.0,Role-Playing,8.4,248.0
Star Wars: The Force Unleashed,Wii,2008.0,Action,7.9,75.0
NBA Live 2002,PS2,2001.0,Sports,7.4,8.0
Just Cause 3,PS4,2015.0,Action,6.5,403.0
Chrono Cross,PS,1999.0,Role-Playing,8.1,297.0
Jak 3,PS2,2004.0,Platform,8.6,246.0
Kingdom Hearts: Chain of Memories,GBA,2004.0,Role-Playing,7.9,84.0
Max Payne 3,PS3,2012.0,Shooter,7.8,790.0
LEGO Marvel Super Heroes,PS3,2013.0,Action,7.9,76.0
Phineas and Ferb,DS,2009.0,Action,4.5,8.0
NCAA Football 06,PS2,2005.0,Sports,8.5,36.0
Kirby: Triple Deluxe,3DS,2014.0,Platform,8.8,206.0
Sonic Classic Collection,DS,2010.0,Platform,7.5,28.0
inFAMOUS 2,PS3,2011.0,Action,8.4,932.0
World of Warcraft: Mists of Pandaria,PC,2012.0,Role-Playing,4.8,1265.0
The Sims: Hot Date,PC,2001.0,Simulation,7.9,70.0
Demon's Souls,PS3,2009.0,Role-Playing,8.9,1441.0
The Orange Box,X360,2007.0,Shooter,8.9,797.0
DDRMAX2: Dance Dance Revolution,PS2,2003.0,Simulation,8.2,11.0
Virtua Fighter 4,PS2,2002.0,Fighting,8.0,84.0
Mafia III,PS4,2016.0,Action,5.1,1147.0
Sly 2: Band of Thieves,PS2,2004.0,Platform,9.0,178.0
Sonic Advance 2,GBA,2002.0,Platform,8.3,46.0
Madden NFL 07,X360,2006.0,Sports,6.0,148.0
NBA 2K11,PS3,2010.0,Action,7.6,105.0
Forza Motorsport 6,XOne,2015.0,Racing,7.9,863.0
The Evil Within,PS4,2014.0,Action,7.3,1223.0
Metroid Prime 3: Corruption,Wii,2007.0,Shooter,8.9,491.0
Midnight Club II,PS2,2003.0,Racing,8.5,47.0
The Getaway: Black Monday,PS2,2004.0,Action,7.6,47.0
50 Cent: Bulletproof,PS2,2005.0,Action,6.6,129.0
Dead or Alive 3,XB,2001.0,Fighting,8.6,44.0
Dragon Quest Monsters: Joker,DS,2006.0,Role-Playing,7.4,27.0
LEGO Star Wars III: The Clone Wars,Wii,2011.0,Action,7.7,10.0
UFC 2009 Undisputed,PS3,2009.0,Fighting,8.1,47.0
The SpongeBob SquarePants Movie,PS2,2004.0,Platform,9.0,54.0
Golden Sun,GBA,2001.0,Role-Playing,9.3,198.0
Def Jam: Fight for NY,PS2,2004.0,Fighting,8.9,73.0
Tom Clancy's Ghost Recon,XB,2002.0,Shooter,6.1,27.0
State of Emergency,PS2,2002.0,Action,5.7,33.0
The Urbz: Sims in the City,PS2,2004.0,Simulation,8.2,24.0
Star Wars: Starfighter,PS2,2001.0,Simulation,8.0,21.0
Star Wars: Battlefront,XB,2004.0,Shooter,9.1,57.0
Madden NFL 17,PS4,2016.0,Sports,4.9,83.0
Just Cause 2,PS3,2010.0,Action,8.0,291.0
FIFA Soccer 08,PS3,2007.0,Sports,7.1,47.0
Crackdown,X360,2007.0,Shooter,8.0,340.0
Dance Dance Revolution X,PS2,2008.0,Simulation,6.2,6.0
Xenosaga Episode I: Der Wille zur Macht,PS2,2002.0,Role-Playing,8.7,99.0
Watch Dogs,PS3,2014.0,Action,5.1,383.0
Kinect Star Wars,X360,2012.0,Action,3.5,145.0
Dragon's Dogma,PS3,2012.0,Role-Playing,8.3,444.0
The Order: 1886,PS4,2015.0,Shooter,6.6,3172.0
SSX Tricky,PS2,2001.0,Sports,8.9,71.0
Knack,PS4,2013.0,Platform,6.5,1074.0
Dragon Quest VI: Realms of Revelation,DS,2010.0,Role-Playing,8.1,31.0
Crash Bandicoot: The Huge Adventure,GBA,2002.0,Platform,7.9,27.0
Hitman: Absolution,X360,2012.0,Action,7.1,453.0
The Crew,PS4,2014.0,Racing,5.4,575.0
NBA 2K15,XOne,2014.0,Sports,6.3,101.0
Madden NFL 2005,XB,2004.0,Sports,7.6,26.0
Star Ocean: Till The End of Time,PS2,2003.0,Role-Playing,7.7,134.0
Call of Duty: Modern Warfare 3,PC,2011.0,Shooter,2.5,5664.0
Dishonored,X360,2012.0,Action,7.9,815.0
Ace Combat 5: The Unsung War,PS2,2004.0,Simulation,9.1,81.0
Need for Speed Underground,XB,2003.0,Racing,8.7,35.0
FIFA Soccer 10,PS2,2009.0,Sports,8.4,9.0
Portal 2,PS3,2011.0,Shooter,8.4,937.0
NCAA Football 07,PS2,2006.0,Sports,8.6,23.0
The Sims 3: Late Night Expansion Pack,PC,2010.0,Simulation,5.3,77.0
No Man's Sky,PS4,2016.0,Action,4.5,5096.0
Cabela's Big Game Hunter 2010,Wii,2009.0,Sports,7.8,4.0
SOCOM 3: U.S. Navy SEALs,PS2,2005.0,Shooter,8.8,64.0
BioShock Infinite,PS3,2013.0,Shooter,8.5,1863.0
Harry Potter and the Sorcerer's Stone,GBA,2001.0,Action,7.1,7.0
Dragon Ball Z: The Legacy of Goku,GBA,2002.0,Role-Playing,6.9,28.0
Resident Evil 4,GC,2005.0,Action,9.4,767.0
Need For Speed: Undercover,X360,2008.0,Racing,5.9,104.0
Sonic Colors,Wii,2010.0,Platform,8.5,301.0
Saints Row 2,PS3,2008.0,Action,7.9,135.0
Sid Meier's Civilization V,PC,2010.0,Strategy,7.9,2280.0
The Sims: Superstar,PC,2003.0,Simulation,8.2,25.0
Metroid Fusion,GBA,2002.0,Action,9.1,200.0
We Ski,Wii,2008.0,Sports,8.5,12.0
Star Wars Battlefront: Renegade Squadron,PSP,2007.0,Shooter,7.9,46.0
SSX 3,PS2,2003.0,Sports,9.1,125.0
Madden NFL 2001,PS,2000.0,Sports,6.8,4.0
Star Wars: Battlefront II,XB,2005.0,Shooter,8.9,106.0
Tony Hawk's Pro Skater 3,PS,2001.0,Sports,8.3,36.0
Dragon Age: Origins,PS3,2009.0,Role-Playing,7.9,597.0
Spy Hunter,PS2,2001.0,Racing,7.8,13.0
NCAA Football 2004,PS2,2003.0,Sports,8.8,81.0
Fight Night Round 3,PS3,2006.0,Fighting,7.9,24.0
StarCraft II: Heart of the Swarm,PC,2013.0,Strategy,7.9,1346.0
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003.0,Platform,9.0,85.0
Until Dawn,PS4,2015.0,Adventure,8.2,2161.0
Big Beach Sports,Wii,2008.0,Sports,8.0,41.0
SSX,PS2,2000.0,Sports,8.3,33.0
Shaun White Snowboarding: Road Trip,Wii,2008.0,Sports,8.7,22.0
NBA Ballers,PS2,2004.0,Sports,9.2,19.0
Saints Row IV,X360,2013.0,Action,6.5,325.0
NBA Live 2003,PS2,2002.0,Sports,8.3,28.0
LEGO Batman 2: DC Super Heroes,X360,2012.0,Action,7.2,114.0
Dragon Ball Z: Budokai Tenkaichi,PS2,2005.0,Fighting,8.4,71.0
Dark Souls III,PS4,2016.0,Role-Playing,8.8,1940.0
Kirby's Return to Dreamland,Wii,2011.0,Platform,8.5,156.0
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008.0,Action,6.7,18.0
Need for Speed Carbon,X360,2006.0,Racing,6.3,82.0
Heavenly Sword,PS3,2007.0,Action,8.3,544.0
MySims,Wii,2007.0,Simulation,7.2,56.0
Army of Two,X360,2008.0,Shooter,7.6,233.0
Tiger Woods PGA Tour 2003,PS2,2002.0,Sports,8.9,18.0
Prince of Persia: Warrior Within,PS2,2004.0,Action,8.5,120.0
Far Cry 4,XOne,2014.0,Shooter,7.5,383.0
ESPN NFL 2K5,XB,2004.0,Sports,9.1,93.0
Beyond: Two Souls,PS3,2013.0,Adventure,8.1,2652.0
Pikmin,GC,2001.0,Strategy,8.7,121.0
Tiger Woods PGA Tour 2004,PS2,2003.0,Sports,8.8,40.0
NBA 2K15,X360,2014.0,Sports,3.0,40.0
Call of Duty: Black Ops,PC,,Shooter,5.2,1651.0
Ape Escape,PS,1999.0,Platform,8.8,53.0
NCAA Football 2005,PS2,2004.0,Sports,8.8,35.0
Max Payne 3,X360,2012.0,Shooter,7.8,869.0
Viva Pinata,X360,2006.0,Simulation,8.0,131.0
Kinectimals,X360,2010.0,Simulation,3.1,69.0
Kirby Air Ride,GC,2003.0,Racing,7.9,69.0
LEGO Marvel Super Heroes,PS4,2013.0,Action,7.7,262.0
Destiny,PS3,2014.0,Shooter,4.5,445.0
Dragon Quest IV: Chapters of the Chosen,DS,2007.0,Role-Playing,7.9,50.0
NFL Street 2,PS2,2004.0,Sports,8.7,20.0
Super Mario Strikers,GC,2005.0,Sports,8.7,55.0
Rage,X360,2011.0,Shooter,6.7,559.0
Mario Hoops 3 on 3,DS,2006.0,Sports,8.0,37.0
Just Cause 2,X360,2010.0,Action,8.0,267.0
Silent Hill,PS,1999.0,Action,9.2,326.0
Sonic Heroes,GC,2003.0,Platform,7.8,125.0
Disney Infinity,Wii,2013.0,Action,4.2,24.0
ESPN NBA 2K5,PS2,2004.0,Sports,7.5,36.0
Diablo,PC,1996.0,Role-Playing,8.7,850.0
Far Cry 2,X360,2008.0,Action,6.7,288.0
The Legend of Zelda: Twilight Princess,GC,2006.0,Action,9.2,568.0
Pro Evolution Soccer 2008,PS3,2007.0,Sports,6.1,47.0
Pokemon Battle Revolution,Wii,2006.0,Role-Playing,6.7,106.0
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012.0,Action,8.2,267.0
Dance Dance Revolution: Hottest Party 2,Wii,2008.0,Simulation,6.8,6.0
SoulCalibur IV,X360,2008.0,Fighting,7.9,157.0
Sonic Generations,PS3,2011.0,Platform,8.2,253.0
Spyro 2: Season of Flame,GBA,2002.0,Platform,7.6,13.0
Devil May Cry 4,PS3,2008.0,Action,8.2,311.0
Dead Rising 3,XOne,2013.0,Action,6.8,908.0
Pro Evolution Soccer 2010,PS2,2009.0,Sports,8.1,15.0
NCAA Football 2002,PS2,2001.0,Sports,8.7,24.0
Gears of War: Judgment,X360,2013.0,Shooter,5.4,779.0
Watch Dogs,XOne,2014.0,Action,5.8,712.0
FIFA 16,X360,2015.0,Sports,2.9,45.0
Madden NFL 15,XOne,2014.0,Sports,6.4,138.0
Conflict: Desert Storm,PS2,2002.0,Shooter,8.6,45.0
Dragon Quest V: Hand of the Heavenly Bride,DS,2008.0,Role-Playing,8.5,57.0
Smuggler's Run,PS2,2000.0,Racing,6.8,18.0
Fight Night Round 3,PS2,2006.0,Fighting,8.1,41.0
Need for Speed: Most Wanted,X360,2012.0,Racing,8.5,134.0
Carnival Games: Mini Golf,Wii,2008.0,Sports,5.7,7.0
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009.0,Role-Playing,9.0,133.0
LEGO Pirates of the Caribbean: The Video Game,Wii,2011.0,Action,7.0,13.0
Stuntman,PS2,2002.0,Racing,5.7,36.0
Tom Clancy's Rainbow Six 3,XB,2003.0,Shooter,8.5,31.0
LEGO Harry Potter: Years 1-4,X360,2010.0,Action,8.0,62.0
Spider-Man 2: Enter: Electro,PS,2001.0,Action,8.7,35.0
Wolfenstein: The New Order,PS4,2014.0,Shooter,8.1,1116.0
Mafia II,X360,2010.0,Action,7.8,458.0
BioShock 2,PS3,2010.0,Shooter,8.2,492.0
Dark Cloud,PS2,2000.0,Role-Playing,8.2,99.0
Warcraft III: The Frozen Throne,PC,2003.0,Strategy,9.0,713.0
Active Life: Outdoor Challenge,Wii,2008.0,Sports,8.1,14.0
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006.0,Shooter,8.0,215.0
MVP Baseball 2005,PS2,2005.0,Sports,8.6,47.0
Uncharted: Golden Abyss,PSV,2011.0,Shooter,7.4,770.0
Pro Evolution Soccer 2013,PS3,2012.0,Sports,6.7,146.0
Dishonored,PS3,2012.0,Action,7.9,781.0
Mario Golf: Toadstool Tour,GC,2003.0,Sports,8.0,56.0
Call of Duty: Black Ops II,PC,2012.0,Shooter,4.2,1635.0
Resident Evil: The Umbrella Chronicles,Wii,2007.0,Action,7.6,122.0
The Simpsons Skateboarding,PS2,2002.0,Sports,5.0,26.0
Donkey Kong Country: Tropical Freeze,WiiU,2014.0,Platform,8.9,712.0
Fight Night Round 4,PS3,2009.0,Fighting,7.6,95.0
Super Monkey Ball 2,GC,2002.0,Puzzle,8.5,51.0
Pac-Man World 2,PS2,2002.0,Action,7.8,26.0
Disney Fairies: Tinker Bell,DS,2008.0,Adventure,7.8,5.0
MySims Kingdom,Wii,2008.0,Simulation,8.1,24.0
Dead Space 2,X360,2011.0,Shooter,8.6,679.0
The Simpsons Game,PS2,2007.0,Action,8.2,27.0
The Simpsons Game,DS,2007.0,Action,7.3,18.0
Football Manager 2012,PC,2011.0,Sports,8.0,172.0
Ni no Kuni: Wrath of the White Witch,PS3,2011.0,Role-Playing,8.6,984.0
SoulCalibur II,GC,2003.0,Fighting,9.1,135.0
Call of Duty 3,PS3,2006.0,Shooter,6.9,92.0
Tokyo Xtreme Racer Zero,PS2,2000.0,Racing,8.9,64.0
Red Faction II,PS2,2002.0,Shooter,8.3,35.0
Madden NFL 2001,PS2,2000.0,Sports,7.7,7.0
Star Wars: The Force Unleashed II,PS3,2010.0,Action,6.8,121.0
Final Fantasy: Crystal Chronicles,GC,2003.0,Role-Playing,8.1,94.0
Medal of Honor: Frontline,XB,2002.0,Shooter,6.9,23.0
Madden NFL 09,PS2,2008.0,Sports,7.0,24.0
Dead Rising 2,X360,2010.0,Action,6.9,216.0
Mafia II,PS3,2010.0,Action,7.7,297.0
Batman: Arkham Knight,XOne,2015.0,Action,6.6,694.0
Dirge of Cerberus: Final Fantasy VII,PS2,2006.0,Shooter,6.9,103.0
Sonic Rivals 2,PSP,2007.0,Racing,7.8,35.0
Bratz: Forever Diamondz,DS,2006.0,Adventure,6.5,4.0
Resistance 3,PS3,2011.0,Shooter,7.8,543.0
Drawn To Life: SpongeBob SquarePants Edition,DS,2008.0,Adventure,5.5,4.0
007: Quantum of Solace,X360,2008.0,Action,7.1,71.0
Major League Baseball 2K5,PS2,2005.0,Sports,7.4,20.0
Fight Night 2004,PS2,2004.0,Fighting,9.0,25.0
LEGO Star Wars III: The Clone Wars,X360,2011.0,Action,7.8,42.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004.0,Action,8.6,68.0
Call of Duty Black Ops: Declassified,PSV,2012.0,Action,4.8,479.0
Tom Clancy's Ghost Recon: Future Soldier,X360,2012.0,Shooter,7.2,334.0
Fight Night Round 3,X360,2006.0,Fighting,8.8,264.0
Xenogears,PS,1998.0,Role-Playing,8.4,204.0
Super Scribblenauts,DS,2010.0,Puzzle,8.2,46.0
Super Monkey Ball,GC,2001.0,Puzzle,7.9,46.0
SoulCalibur IV,PS3,2008.0,Fighting,7.9,129.0
Mario Superstar Baseball,GC,2005.0,Sports,8.6,41.0
Battlefield: Bad Company,X360,2008.0,Shooter,7.7,263.0
Homefront,X360,2011.0,Shooter,6.0,399.0
Onimusha 3: Demon Siege,PS2,2004.0,Action,8.6,73.0
Madden NFL 15,PS3,2014.0,Sports,2.7,13.0
Red Dead Revolver,PS2,2004.0,Shooter,7.8,70.0
Resident Evil: Outbreak,PS2,2003.0,Action,8.3,94.0
Mass Effect 2,PS3,2011.0,Role-Playing,8.5,1081.0
LEGO Battles: Ninjago,DS,2011.0,Strategy,6.9,11.0
NBA 2K14,PS4,2013.0,Sports,6.5,368.0
Disney Infinity,X360,2013.0,Action,6.5,79.0
Tiger Woods PGA Tour 2005,PS2,2004.0,Sports,8.2,20.0
NCAA Football 2003,PS2,2002.0,Sports,8.6,27.0
Star Wars: The Force Unleashed II,X360,2010.0,Action,5.7,180.0
Frogger 2: Swampy's Revenge,PS,1999.0,Action,7.9,8.0
WWE SmackDown vs Raw 2008,X360,2007.0,Fighting,6.8,48.0
Kinect Joy Ride,X360,2010.0,Racing,5.0,20.0
Classic NES Series: Super Mario Bros.,GBA,2004.0,Platform,8.6,44.0
Anno 2070,PC,2011.0,Strategy,7.0,493.0
Hasbro Family Game Night,Wii,2008.0,Puzzle,7.5,11.0
Sonic Rivals,PSP,2006.0,Racing,7.8,38.0
BioShock,PS3,2008.0,Shooter,8.7,881.0
Mass Effect 3,PS3,2012.0,Role-Playing,5.5,1849.0
Cabela's Big Game Hunter,PS2,2002.0,Sports,7.8,12.0
SimCity (2013),PC,2013.0,Simulation,2.2,4572.0
The Legend of Zelda: The Minish Cap,GBA,2004.0,Action,9.0,203.0
NFL Street,PS2,2004.0,Sports,8.9,45.0
Dead Space 2,PS3,2011.0,Shooter,8.4,535.0
Tiger Woods PGA Tour 09 All-Play,Wii,2008.0,Sports,8.7,34.0
Metal Gear Rising: Revengeance,PS3,2013.0,Action,7.9,746.0
Dragon Quest Monsters: Joker 2,DS,2010.0,Role-Playing,7.3,15.0
UFC Undisputed 2010,PS3,2010.0,Fighting,7.2,48.0
Medal of Honor: Warfighter,PS3,2012.0,Action,6.0,250.0
